"rank","itemUrl","itemTitle","author","description","genres","genrecount"
"73","/book/show/14891.A_Tree_Grows_in_Brooklyn","A Tree Grows in Brooklyn","Betty  Smith","The beloved American classic about a young girl's coming-of-age at the turn of the century, Betty Smith's A Tree Grows in Brooklyn is a poignant and moving tale filled with compassion and cruelty, laughter and heartache, crowded with life and people and incident. The story of young, sensitive, and idealistic Francie Nolan and her bittersweet formative years in the slums of
  The beloved American classic about a young girl's coming-of-age at the turn of the century, Betty Smith's A Tree Grows in Brooklyn is a poignant and moving tale filled with compassion and cruelty, laughter and heartache, crowded with life and people and incident. The story of young, sensitive, and idealistic Francie Nolan and her bittersweet formative years in the slums of Williamsburg has enchanted and inspired millions of readers for more than sixty years. By turns overwhelming, sublime, heartbreaking, and uplifting, the daily experiences of the unforgettable Nolans are raw with honesty and tenderly threaded with family connectedness -- in a work of literary art that brilliantly captures a unique time and place as well as incredibly rich moments of universal experience.
  ...more","/genres/classics;/genres/historical-fiction;/genres/young-adult;/genres/fiction","5,098 users;1,486 users;863 users;820 users"
"74","/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone","Harry Potter and the Sorcerer's Stone (Harry Potter, #1)","J.K. Rowling;Mary GrandPré","Harry Potter's life is miserable. His parents are dead and he's stuck with his heartless relatives, who force him to live in a tiny closet under the stairs. But his fortune changes when he receives a letter that tells him the truth about himself: he's a wizard. A mysterious visitor rescues him from his relatives and takes him to his new home, Hogwarts School of Witchcraft
  Harry Potter's life is miserable. His parents are dead and he's stuck with his heartless relatives, who force him to live in a tiny closet under the stairs. But his fortune changes when he receives a letter that tells him the truth about himself: he's a wizard. A mysterious visitor rescues him from his relatives and takes him to his new home, Hogwarts School of Witchcraft and Wizardry.After a lifetime of bottling up his magical powers, Harry finally feels like a normal kid. But even within the Wizarding community, he is special. He is the boy who lived: the only person to have ever survived a killing curse inflicted by the evil Lord Voldemort, who launched a brutal takeover of the Wizarding world, only to vanish after failing to kill Harry.Though Harry's first year at Hogwarts is the best of his life, not everything is perfect. There is a dangerous secret object hidden within the castle walls, and Harry believes it's his responsibility to prevent it from falling into evil hands. But doing so will bring him into contact with forces more terrifying than he ever could have imagined.Full of sympathetic characters, wildly imaginative situations, and countless exciting details, the first installment in the series assembles an unforgettable magical world and sets the stage for many high-stakes adventures to come.
  ...more","/genres/fantasy;/genres/young-adult;/genres/fiction;/genres/magic;/genres/childrens;/genres/adventure;/genres/classics;/genres/middle-grade;/genres/science-fiction-fantasy;/genres/novels","45,085 users;14,524 users;12,635 users;4,149 users;3,709 users;2,373 users;1,762 users;1,387 users;1,349 users;1,029 users"
"75","/book/show/17899948-rebecca","Rebecca","Daphne du Maurier","Last night I dreamt I went to Manderley again . . .The novel begins in Monte Carlo, where our heroine is swept off her feet by the dashing widower Maxim de Winter and his sudden proposal of marriage. Orphaned and working as a lady's maid, she can barely believe her luck. It is only when they arrive at his massive country estate that she realizes how large a shadow his late
  Last night I dreamt I went to Manderley again . . .The novel begins in Monte Carlo, where our heroine is swept off her feet by the dashing widower Maxim de Winter and his sudden proposal of marriage. Orphaned and working as a lady's maid, she can barely believe her luck. It is only when they arrive at his massive country estate that she realizes how large a shadow his late wife will cast over their lives--presenting her with a lingering evil that threatens to destroy their marriage from beyond the grave.
  ...more","/genres/classics;/genres/fiction;/genres/mystery;/genres/romance;/genres/gothic;/genres/historical-fiction","7,271 users;3,487 users;2,451 users;1,318 users;1,236 users;724 users"
"76","/book/show/11486.The_Color_Purple","The Color Purple","Alice Walker","The Color Purple is a 1982 epistolary novel by American author Alice Walker which won the 1983 Pulitzer Prize for Fiction and the National Book Award for Fiction. It was later adapted into a film and musical of the same name.Taking place mostly in rural Georgia, the story focuses on the life of women of color in the southern United States in the 1930s, addressing numerous
  The Color Purple is a 1982 epistolary novel by American author Alice Walker which won the 1983 Pulitzer Prize for Fiction and the National Book Award for Fiction. It was later adapted into a film and musical of the same name.Taking place mostly in rural Georgia, the story focuses on the life of women of color in the southern United States in the 1930s, addressing numerous issues including their exceedingly low position in American social culture. The novel has been the frequent target of censors and appears on the American Library Association list of the 100 Most Frequently Challenged Books of 2000-2009 at number seventeen because of the sometimes explicit content, particularly in terms of violence.
  ...more","/genres/classics;/genres/fiction;/genres/historical-fiction;/genres/feminism","863 users;673 users;414 users;331 users"
"77","/book/show/2429135.The_Girl_with_the_Dragon_Tattoo","The Girl with the Dragon Tattoo (Millennium, #1)","Stieg Larsson;Reg Keeland","Mikael Blomkvist, a once-respected financial journalist, watches his professional life rapidly crumble around him. Prospects appear bleak until an unexpected (and unsettling) offer to resurrect his name is extended by an old-school titan of Swedish industry. The catch—and there's always a catch—is that Blomkvist must first spend a year researching a mysterious disappearanc
  Mikael Blomkvist, a once-respected financial journalist, watches his professional life rapidly crumble around him. Prospects appear bleak until an unexpected (and unsettling) offer to resurrect his name is extended by an old-school titan of Swedish industry. The catch—and there's always a catch—is that Blomkvist must first spend a year researching a mysterious disappearance that has remained unsolved for nearly four decades. With few other options, he accepts and enlists the help of investigator Lisbeth Salander, a misunderstood genius with a cache of authority issues. Little is as it seems in Larsson's novel, but there is at least one constant: you really don't want to mess with the girl with the dragon tattoo.
  ...more","/genres/fiction;/genres/mystery;/genres/thriller;/genres/adult-fiction;/genres/sweden","1,550 users;1,496 users;952 users;703 users;684 users"
"78","/book/show/252577.Angela_s_Ashes","Angela's Ashes (Frank McCourt, #1)","Frank McCourt","“When I look back on my childhood I wonder how I managed to survive at all. It was, of course, a miserable childhood: the happy childhood is hardly worth your while. Worse than the ordinary miserable childhood is the miserable Irish childhood, and worse yet is the miserable Irish Catholic childhood.”So begins the luminous memoir of Frank McCourt, born in Depression-era Bro
  “When I look back on my childhood I wonder how I managed to survive at all. It was, of course, a miserable childhood: the happy childhood is hardly worth your while. Worse than the ordinary miserable childhood is the miserable Irish childhood, and worse yet is the miserable Irish Catholic childhood.”So begins the luminous memoir of Frank McCourt, born in Depression-era Brooklyn to recent Irish immigrants and raised in the slums of Limerick, Ireland. Frank’s mother, Angela, has no money to feed the children since Frank’s father, Malachy, rarely works, and when he does he drinks his wages. Yet Malachy — exasperating, irresponsible, and beguiling — does nurture in Frank an appetite for the one thing he can provide: a story. Frank lives for his father’s tales of Cuchulain, who saved Ireland, and of the Angel on the Seventh Step, who brings his mother babies.Perhaps it is story that accounts for Frank’s survival. Wearing rags for diapers, begging a pig’s head for Christmas dinner and gathering coal from the roadside to light a fire, Frank endures poverty, near-starvation and the casual cruelty of relatives and neighbors—yet lives to tell his tale with eloquence, exuberance, and remarkable forgiveness.Angela’s Ashes, imbued on every page with Frank McCourt’s astounding humor and compassion, is a glorious book that bears all the marks of a classic.
  ...more","/genres/non-fiction;/genres/memoir;/genres/ireland;/genres/classics;/genres/autobiography","2,779 users;847 users;541 users;536 users;460 users"
"79","/book/show/6288.The_Road","The Road","Cormac McCarthy","A searing, post apocalyptic novel destined to become Cormac McCarthy’s masterpiece.A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind. It is cold enough to crack stones, and when the snow falls it is gray. The sky is dark. Their destination is the coast, although they don’t know what, if anything, awaits
  A searing, post apocalyptic novel destined to become Cormac McCarthy’s masterpiece.A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind. It is cold enough to crack stones, and when the snow falls it is gray. The sky is dark. Their destination is the coast, although they don’t know what, if anything, awaits them there. They have nothing; just a pistol to defend themselves against the lawless bands that stalk the road, the clothes they are wearing, a cart of scavenged food—and each other.
  ...more","/genres/science-fiction;/genres/dystopia;/genres/fiction;/genres/horror","1,995 users;1,650 users;985 users;915 users"
"80","/book/show/227463.A_Clockwork_Orange","A Clockwork Orange","Anthony Burgess","A vicious fifteen-year-old ""droog"" is the central character of this 1963 classic, whose stark terror was captured in Stanley Kubrick's magnificent film of the same title.In Anthony Burgess's nightmare vision of the future, where criminals take over after dark, the story is told by the central character, Alex, who talks in a brutal invented slang that brilliantly renders hi
  A vicious fifteen-year-old ""droog"" is the central character of this 1963 classic, whose stark terror was captured in Stanley Kubrick's magnificent film of the same title.In Anthony Burgess's nightmare vision of the future, where criminals take over after dark, the story is told by the central character, Alex, who talks in a brutal invented slang that brilliantly renders his and his friends' social pathology. A Clockwork Orange is a frightening fable about good and evil, and the meaning of human freedom. When the state undertakes to reform Alex—to ""redeem"" him—the novel asks, ""At what cost?""This edition includes the controversial last chapter not published in the first edition and Burgess's introduction ""A Clockwork Orange Resucked"".
  ...more","/genres/science-fiction;/genres/dystopia;/genres/classics;/genres/literature;/genres/novels;/genres/horror;/genres/fiction","1,233 users;1,177 users;890 users;653 users;429 users;387 users;272 users"
"81","/book/show/39988.Matilda","Matilda","Roald Dahl;Quentin Blake","Matilda is a little girl who is far too good to be true. At age five-and-a-half she's knocking off double-digit multiplication problems and blitz-reading Dickens. Even more remarkably, her classmates love her even though she's a super-nerd and the teacher's pet. But everything is not perfect in Matilda's world. For starters she has two of the most idiotic, self-centered pa
  Matilda is a little girl who is far too good to be true. At age five-and-a-half she's knocking off double-digit multiplication problems and blitz-reading Dickens. Even more remarkably, her classmates love her even though she's a super-nerd and the teacher's pet. But everything is not perfect in Matilda's world. For starters she has two of the most idiotic, self-centered parents who ever lived. Then there's the large, busty nightmare of a school principal, Mrs. (""The"") Trunchbull, a former hammer-throwing champion who flings children at will and is approximately as sympathetic as a bulldozer. Fortunately for Matilda, she has the inner resources to deal with such annoyances: astonishing intelligence, saintly patience, and an innate predilection for revenge.She warms up with some practical jokes aimed at her hapless parents, but the true test comes when she rallies in defense of her teacher, the sweet Miss Honey, against the diabolical Trunchbull. There is never any doubt that Matilda will carry the day. Even so, this wonderful story is far from predictable. Roald Dahl, while keeping the plot moving imaginatively, also has an unerring ear for emotional truth. The reader cares about Matilda because in addition to all her other gifts, she has real feelings.
  ...more","/genres/young-adult;/genres/childrens;/genres/humor","1,000 users;699 users;388 users"
"82","/book/show/1934.Little_Women","Little Women (Little Women, #1)","Louisa May Alcott","Following the lives of four sisters on a journey out of adolescence, Louisa May Alcott's Little Women explores the difficulties associated with gender roles in a Post-Civil War America.","/genres/classics;/genres/fiction;/genres/young-adult;/genres/historical-fiction;/genres/romance;/genres/historical;/genres/literature;/genres/childrens;/genres/classic-literature;/genres/19th-century","19,967 users;5,770 users;2,038 users;2,038 users;1,089 users;823 users;817 users;805 users;535 users;432 users"
"83","/book/show/4934.The_Brothers_Karamazov","The Brothers Karamazov","Fyodor Dostoyevsky;Richard Pevear;Larissa Volokhonsky","The award-winning translation of Dostoevsky's last and greatest novel.The Brothers Karamazov is a passionate philosophical novel set in 19th century Russia, that enters deeply into the ethical debates of God, free will, and morality. It is a spiritual drama of moral struggles concerning faith, doubt, and reason, set against a modernizing Russia.","/genres/classics;/genres/fiction;/genres/russia;/genres/literature;/genres/russian-literature","5,285 users;3,642 users;1,181 users;946 users;799 users"
"84","/book/show/18660669-vampire-academy","Vampire Academy (Vampire Academy, #1)","Richelle Mead","Only a true best friend can protect you from your immortal enemies . . . Lissa Dragomir is a Moroi princess: a mortal vampire with a rare gift for harnessing the earth's magic. She must be protected at all times from Strigoi; the fiercest vampires - the ones who never die. The powerful blend of human and vampire blood that flows through Rose Hathaway, Lissa's best friend,
  Only a true best friend can protect you from your immortal enemies . . . Lissa Dragomir is a Moroi princess: a mortal vampire with a rare gift for harnessing the earth's magic. She must be protected at all times from Strigoi; the fiercest vampires - the ones who never die. The powerful blend of human and vampire blood that flows through Rose Hathaway, Lissa's best friend, makes her a dhampir. Rose is dedicated to a dangerous life of protecting Lissa from the Strigoi, who are hell-bent on making Lissa one of them.After two years of freedom, Rose and Lissa are caught and dragged back to St. Vladimir's Academy, a school for vampire royalty and their guardians-to-be, hidden in the deep forests of Montana. But inside the iron gates, life is even more fraught with danger . . . and the Strigoi are always close by.Rose and Lissa must navigate their dangerous world, confront the temptations of forbidden love, and never once let their guard down, lest the evil undead make Lissa one of them forever . . .
  ...more","/genres/young-adult;/genres/vampires;/genres/fantasy;/genres/paranormal;/genres/romance","5,763 users;4,793 users;3,993 users;3,240 users;2,156 users"
"85","/book/show/7244.The_Poisonwood_Bible","The Poisonwood Bible","Barbara Kingsolver","The Poisonwood Bible is a story told by the wife and four daughters of Nathan Price, a fierce, evangelical Baptist who takes his family and mission to the Belgian Congo in 1959. They carry with them everything they believe they will need from home, but soon find that all of it -- from garden seeds to Scripture -- is calamitously transformed on African soil. What follows is
  The Poisonwood Bible is a story told by the wife and four daughters of Nathan Price, a fierce, evangelical Baptist who takes his family and mission to the Belgian Congo in 1959. They carry with them everything they believe they will need from home, but soon find that all of it -- from garden seeds to Scripture -- is calamitously transformed on African soil. What follows is a suspenseful epic of one family's tragic undoing and remarkable reconstruction over the course of three decades in postcolonial Africa.
  ...more","/genres/historical-fiction;/genres/fiction;/genres/classics;/genres/literature","2,173 users;1,045 users;504 users;377 users"
"86","/book/show/34.The_Fellowship_of_the_Ring","The Fellowship of the Ring (The Lord of the Rings, #1)","J.R.R. Tolkien","One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkeness bind themIn ancient times the Rings of Power were crafted by the Elven-smiths, and Sauron, The Dark Lord, forged the One Ring, filling it with his own power so that he could rule all others. But the One Ring was taken from him, and though he sought it throughout Middle-earth,
  One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkeness bind themIn ancient times the Rings of Power were crafted by the Elven-smiths, and Sauron, The Dark Lord, forged the One Ring, filling it with his own power so that he could rule all others. But the One Ring was taken from him, and though he sought it throughout Middle-earth, it remained lost to him. After many ages it fell into the hands of Bilbo Baggins, as told in The Hobbit.In a sleepy village in the Shire, young Frodo Baggins finds himself faced with an immense task, as his elderly cousin Bilbo entrusts the Ring to his care. Frodo must leave his home and make a perilous journey across Middle-earth to the Cracks of Doom, there to destroy the Ring and foil the Dark Lord in his evil purpose.
  ...more","/genres/fantasy;/genres/classics;/genres/fiction;/genres/adventure;/genres/science-fiction-fantasy","30,544 users;7,681 users;6,893 users;1,508 users;1,207 users"
"87","/book/show/52036.Siddhartha","Siddhartha","Hermann Hesse;Hilda Rosner","In the novel, Siddhartha, a young man, leaves his family for a contemplative life, then, restless, discards it for one of the flesh. He conceives a son, but bored and sickened by lust and greed, moves on again. Near despair, Siddhartha comes to a river where he hears a unique sound. This sound signals the true beginning of his life—the beginning of suffering, rejection, pe
  In the novel, Siddhartha, a young man, leaves his family for a contemplative life, then, restless, discards it for one of the flesh. He conceives a son, but bored and sickened by lust and greed, moves on again. Near despair, Siddhartha comes to a river where he hears a unique sound. This sound signals the true beginning of his life—the beginning of suffering, rejection, peace, and, finally, wisdom.
  ...more","/genres/fiction;/genres/philosophy;/genres/spirituality;/genres/buddhism;/genres/german-literature;/genres/historical-fiction;/genres/school;/genres/india;/genres/novels;/genres/20th-century","4,304 users;2,126 users;773 users;569 users;498 users;439 users;333 users;289 users;236 users;151 users"
"88","/book/show/662.Atlas_Shrugged","Atlas Shrugged","Ayn Rand;Leonard Peikoff","This is the story of a man who said that he would stop the motor of the world and did. Was he a destroyer or the greatest of liberators?Why did he have to fight his battle, not against his enemies, but against those who needed him most, and his hardest battle against the woman he loved? What is the world’s motor — and the motive power of every man? You will know the answer
  This is the story of a man who said that he would stop the motor of the world and did. Was he a destroyer or the greatest of liberators?Why did he have to fight his battle, not against his enemies, but against those who needed him most, and his hardest battle against the woman he loved? What is the world’s motor — and the motive power of every man? You will know the answer to these questions when you discover the reason behind the baffling events that play havoc with the lives of the characters in this story. Tremendous in its scope, this novel presents an astounding panorama of human life — from the productive genius who becomes a worthless playboy — to the great steel industrialist who does not know that he is working for his own destruction — to the philosopher who becomes a pirate — to the composer who gives up his career on the night of his triumph — to the woman who runs a transcontinental railroad — to the lowest track worker in her Terminal tunnels. You must be prepared, when you read this novel, to check every premise at the root of your convictions.This is a mystery story, not about the murder — and rebirth — of man’s spirit. It is a philosophical revolution, told in the form of an action thriller of violent events, a ruthlessly brilliant plot structure and an irresistible suspense. Do you say this is impossible? Well, that is the first of your premises to check.
  ...more","/genres/fiction;/genres/classics;/genres/philosophy;/genres/literature;/genres/politics","4,206 users;3,053 users;1,642 users;503 users;410 users"
"89","/book/show/3836.Don_Quixote","Don Quixote","Miguel de Cervantes Saavedra;John Rutherford;Roberto González Echevarría","Don Quixote has become so entranced by reading chivalric romances, that he determines to become a knight-errant himself. In the company of his faithful squire, Sancho Panza, his exploits blossom in all sorts of wonderful ways. While Quixote's fancy often leads him astray – he tilts at windmills, imagining them to be giants – Sancho acquires cunning and a certain sagacity.
  Don Quixote has become so entranced by reading chivalric romances, that he determines to become a knight-errant himself. In the company of his faithful squire, Sancho Panza, his exploits blossom in all sorts of wonderful ways. While Quixote's fancy often leads him astray – he tilts at windmills, imagining them to be giants – Sancho acquires cunning and a certain sagacity. Sane madman and wise fool, they roam the world together, and together they have haunted readers' imaginations for nearly four hundred years.With its experimental form and literary playfulness, Don Quixote generally has been recognized as the first modern novel. The book has had enormous influence on a host of writers, from Fielding and Sterne to Flaubert, Dickens, Melville, and Faulkner, who reread it once a year, ""just as some people read the Bible.""
  ...more","/genres/classics;/genres/fiction;/genres/literature;/genres/spanish-literature;/genres/adventure;/genres/historical-fiction;/genres/novels;/genres/spain;/genres/humor;/genres/classic-literature","5,953 users;2,779 users;707 users;422 users;372 users;312 users;309 users;274 users;250 users;226 users"
"90","/book/show/17470674-fahrenheit-451","Fahrenheit 451","Ray Bradbury","The terrifyingly prophetic novel of a post-literate future.Guy Montag is a fireman. His job is to burn books, which are forbidden, being the source of all discord and unhappiness. Even so, Montag is unhappy; there is discord in his marriage. Are books hidden in his house? The Mechanical Hound of the Fire Department, armed with a lethal hypodermic, escorted by helicopters,
  The terrifyingly prophetic novel of a post-literate future.Guy Montag is a fireman. His job is to burn books, which are forbidden, being the source of all discord and unhappiness. Even so, Montag is unhappy; there is discord in his marriage. Are books hidden in his house? The Mechanical Hound of the Fire Department, armed with a lethal hypodermic, escorted by helicopters, is ready to track down those dissidents who defy society to preserve and read books.The classic dystopian novel of a post-literate future, Fahrenheit 451 stands alongside Orwell’s 1984 and Huxley’s Brave New World as a prophetic account of Western civilization’s enslavement by the media, drugs and conformity.Bradbury’s powerful and poetic prose combines with uncanny insight into the potential of technology to create a novel which, decades on from first publication, still has the power to dazzle and shock.
  ...more","/genres/classics;/genres/fiction;/genres/science-fiction;/genres/dystopia","14,802 users;9,001 users;7,996 users;4,270 users"
"91","/book/show/119322.The_Golden_Compass","The Golden Compass (His Dark Materials, #1)","Philip Pullman;ნიკა სამუშია","Here lives an orphaned ward named Lyra Belacqua, whose carefree life among the scholars at Oxford's Jordan College is shattered by the arrival of two powerful visitors. First, her fearsome uncle, Lord Asriel, appears with evidence of mystery and danger in the far North, including photographs of a mysterious celestial phenomenon called Dust and the dim outline of a city sus
  Here lives an orphaned ward named Lyra Belacqua, whose carefree life among the scholars at Oxford's Jordan College is shattered by the arrival of two powerful visitors. First, her fearsome uncle, Lord Asriel, appears with evidence of mystery and danger in the far North, including photographs of a mysterious celestial phenomenon called Dust and the dim outline of a city suspended in the Aurora Borealis that he suspects is part of an alternate universe. He leaves Lyra in the care of Mrs. Coulter, an enigmatic scholar and explorer who offers to give Lyra the attention her uncle has long refused her. In this multilayered narrative, however, nothing is as it seems. Lyra sets out for the top of the world in search of her kidnapped playmate, Roger, bearing a rare truth-telling instrument, the alethiometer. All around her children are disappearing—victims of so-called ""Gobblers""—and being used as subjects in terrible experiments that separate humans from their daemons, creatures that reflect each person's inner being. And somehow, both Lord Asriel and Mrs. Coulter are involved.
  ...more","/genres/fantasy;/genres/young-adult;/genres/fiction;/genres/childrens","17,915 users;6,068 users;3,945 users;1,129 users"
"92","/book/show/15931.The_Notebook","The Notebook (The Notebook, #1)","Nicholas Sparks","Set amid the austere beauty of the North Carolina coast, The Notebook begins with the story of Noah Calhoun, a rural Southerner recently returned from the Second World War. Noah is restoring a plantation home to its former glory, and he is haunted by images of the beautiful girl he met fourteen years earlier, a girl he loved like no other. Unable to find her, yet unwilling
  Set amid the austere beauty of the North Carolina coast, The Notebook begins with the story of Noah Calhoun, a rural Southerner recently returned from the Second World War. Noah is restoring a plantation home to its former glory, and he is haunted by images of the beautiful girl he met fourteen years earlier, a girl he loved like no other. Unable to find her, yet unwilling to forget the summer they spent together, Noah is content to live with only memories...until she unexpectedly returns to his town to see him once again.Like a puzzle within a puzzle, the story of Noah and Allie is just the beginning. As it unfolds, their tale miraculously becomes something different, with much higher stakes. The result is a deeply moving portrait of love itself, the tender moments and the fundamental changes that affect us all. It is a story of miracles and emotions that will stay with you forever.
  ...more","/genres/fiction;/genres/chick-lit;/genres/romance;/genres/contemporary;/genres/adult","3,086 users;1,392 users;1,097 users;686 users;517 users"
"93","/book/show/2165.The_Old_Man_and_the_Sea","The Old Man and the Sea","Ernest Hemingway","It is the story of an old Cuban fisherman and his supreme ordeal: a relentless, agonizing battle with a giant marlin far out in the Gulf Stream. Using the simple, powerful language of a fable, Hemingway takes the timeless themes of courage in the face of defeat and personal triumph won from loss and transforms them into a magnificent twentieth-century classic.","/genres/classics;/genres/fiction;/genres/literature;/genres/novels;/genres/american;/genres/school;/genres/adventure;/genres/classic-literature;/genres/20th-century;/genres/read-for-school","9,944 users;5,983 users;1,175 users;621 users;522 users;491 users;364 users;282 users;269 users;217 users"
"94","/book/show/2619.Great_Expectations","Great Expectations","Charles Dickens","See alternate cover edition hereDickens's magnificent novel of guilt, desire, and redemption The orphan Pip’s terrifying encounter with an escaped convict on the Kent marshes, and his mysterious summons to the house of Miss Havisham and her cold, beautiful ward Estella, form the prelude to his “great expectations.” How Pip comes into a fortune, what he does with it, and wh
  See alternate cover edition hereDickens's magnificent novel of guilt, desire, and redemption The orphan Pip’s terrifying encounter with an escaped convict on the Kent marshes, and his mysterious summons to the house of Miss Havisham and her cold, beautiful ward Estella, form the prelude to his “great expectations.” How Pip comes into a fortune, what he does with it, and what he discovers through his secret benefactor are the ingredients of his struggle for moral redemption.
  ...more","/genres/classics;/genres/fiction;/genres/literature;/genres/historical-fiction;/genres/school;/genres/classic-literature;/genres/novels;/genres/19th-century;/genres/british-literature;/genres/victorian","14,791 users;4,955 users;1,052 users;776 users;585 users;502 users;492 users;485 users;456 users;352 users"
"95","/book/show/4473.A_Prayer_for_Owen_Meany","A Prayer for Owen Meany","John Irving","Eleven-year-old Owen Meany, playing in a Little League baseball game in Gravesend, New Hampshire, hits a foul ball and kills his best friend's mother. Owen doesn't believe in accidents; he believes he is God's instrument. What happens to Owen after that 1953 foul is both extraordinary and terrifying. At moments a comic, self-deluded victim, but in the end the principal, tr
  Eleven-year-old Owen Meany, playing in a Little League baseball game in Gravesend, New Hampshire, hits a foul ball and kills his best friend's mother. Owen doesn't believe in accidents; he believes he is God's instrument. What happens to Owen after that 1953 foul is both extraordinary and terrifying. At moments a comic, self-deluded victim, but in the end the principal, tragic actor in a divine plan, Owen Meany is the most heartbreaking hero John Irving has yet created.~from back cover
  ...more","/genres/fiction;/genres/classics;/genres/literature;/genres/contemporary","3,438 users;784 users;314 users;289 users"
"96","/book/show/23919.The_Complete_Stories_and_Poems","The Complete Stories and Poems","Edgar Allan Poe","Complete Stories and Poems of Edgar Allan Poe, 1966 BCE. Hardcover with dust jacket, 821 pages, published by Doubleday & Company.","/genres/classics;/genres/poetry;/genres/horror;/genres/fiction;/genres/short-stories","2,754 users;2,196 users;1,463 users;1,126 users;803 users"
"97","/book/show/153747.Moby_Dick_or_The_Whale","Moby-Dick; or, The Whale","Herman Melville;Andrew Delbanco;Tom Quirk","'Call me Ishmael.' So begins Herman Melville's masterpiece, one of the greatest works of imagination in literary history. As Ishmael is drawn into Captain Ahab's obsessive quest to slay the white whale Moby-Dick, he finds himself engaged in a metaphysical struggle between good and evil. More than just a novel of adventure, more than an paean to whaling lore and legend, Mo
  
  'Call me Ishmael.'
So begins Herman Melville's masterpiece, one of the greatest works of imagination in literary history. As Ishmael is drawn into Captain Ahab's obsessive quest to slay the white whale Moby-Dick, he finds himself engaged in a metaphysical struggle between good and evil. More than just a novel of adventure, more than an paean to whaling lore and legend, Moby-Dick is a haunting social commentary, populated by some of the most enduring characters in literature; the crew of the Pequod, from stern, Quaker First Mate Starbuck, to the tattooed Polynesian harpooner Queequeg, are a vision of the world in microcosm, the pinnacle of Melville's lifelong meditation on America. Written with wonderfully redemptive humour, Moby-Dick is a profound, poetic inquiry into character, faith, and the nature of perception.Based on the Northwestern University Press edition, this Penguin Classics edition includes a critical introduction by Andrew Delbanco, as well as valuable explanatory notes, maps, illustrations and a glossary of nautical terms.Herman Melville is now regarded as one of America's greatest novelists. Much of the material for his novels was drawn from his own experience as a seaman aboard whaling ships. He wrote his masterpiece Moby-Dick in 1851, and died in 1891.
  ...more","/genres/classics;/genres/fiction;/genres/literature;/genres/adventure;/genres/novels","9,002 users;4,438 users;953 users;600 users;433 users"
"98","/book/show/43763.Interview_with_the_Vampire","Interview with the Vampire (The Vampire Chronicles, #1)","Anne Rice","Here are the confessions of a vampire. Hypnotic, shocking, and chillingly erotic, this is a novel of mesmerizing beauty and astonishing force—a story of danger and flight, of love and loss, of suspense and resolution, and of the extraordinary power of the senses. It is a novel only Anne Rice could write.","/genres/fantasy;/genres/horror;/genres/fiction;/genres/vampires;/genres/paranormal","1,904 users;1,813 users;1,159 users;1,118 users;508 users"
"99","/book/show/99107.Winnie_the_Pooh","Winnie-the-Pooh (Winnie-the-Pooh, #1)","A.A. Milne;Ernest H. Shepard","The Bear of Very Little Brain and his friends from the Hundred Acre Wood have delighted generations of readers since Winnie-the-Pooh was first published in 1926.Back by popular demand, the four full-color gift editions of the original Pooh classics are available again. These elegant books, larger in format than the classic editions, include all of Ernest H. Shepard's illus
  The Bear of Very Little Brain and his friends from the Hundred Acre Wood have delighted generations of readers since Winnie-the-Pooh was first published in 1926.Back by popular demand, the four full-color gift editions of the original Pooh classics are available again. These elegant books, larger in format than the classic editions, include all of Ernest H. Shepard's illustrations, each meticulously hand-painted in delicate watercolors.Here are the two great storybooks chronicling the adventures of Christopher Robin and all the inhabitants of the Hundred Acre Wood, as well as the two charming volumes of poems. Bright in color and true in spirit, these are books for giving--To Pooh fans of all ages.
  ...more","/genres/childrens;/genres/fiction;/genres/classics","1,241 users;1,068 users;522 users"
"100","/book/show/4989.The_Red_Tent","The Red Tent","Anita Diamant","Her name is Dinah. In the Bible, her life is only hinted at in a brief and violent detour within the more familiar chapters of the Book of Genesis that are about her father, Jacob, and his dozen sons. Told in Dinah's voice, this novel reveals the traditions and turmoils of ancient womanhood--the world of the red tent. It begins with the story of her mothers--Leah, Rachel,
  Her name is Dinah. In the Bible, her life is only hinted at in a brief and violent detour within the more familiar chapters of the Book of Genesis that are about her father, Jacob, and his dozen sons. Told in Dinah's voice, this novel reveals the traditions and turmoils of ancient womanhood--the world of the red tent. It begins with the story of her mothers--Leah, Rachel, Zilpah, and Bilhah--the four wives of Jacob. They love Dinah and give her gifts that sustain her through a hard-working youth, a calling to midwifery, and a new home in a foreign land. Dinah's story reaches out from a remarkable period of early history and creates an intimate connection with the past. Deeply affecting, The Red Tent combines rich storytelling with a valuable achievement in modern fiction: a new view of biblical women's society.
  ...more","/genres/history;/genres/christian;/genres/literature;/genres/religion","224 users;166 users;140 users;133 users"
